"id","product_category_id","name","description","image","barcode","buying_price","selling_price","quantity","created_by","updated_by","is_active","created_at","updated_at"
"210","9","Book New Oxford Modern English G1",NULL,NULL,"9780190706852","685.87","885.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-11 23:56:32"
"211","9","Book English Work Book G1",NULL,NULL,"9780190708320","499.87","645.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-11 23:57:08"
"212","9","Book Islamait G1",NULL,NULL,"9780190706463","453.37","585.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-11 23:57:53"
"213","9","Book Grammar Tree G1",NULL,NULL,"9780190700713","503.75","650.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-11 23:58:26"
"214","9","Book Science Factor Book G1",NULL,NULL,"9780199409518","771.13","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-19 22:52:54"
"215","9","Book Science Work Book G1",NULL,NULL,"9780199064212","418.50","540.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-11 23:59:23"
"216","9","Book Urdu Motia G1",NULL,NULL,"9780190704346","581.25","750.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:00:01"
"217","10","Book Amazing World G2",NULL,NULL,"9780190707248","507.63","655.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:01:21"
"218","10","Book Computer Whiz G2",NULL,NULL,"9780199400478","518.70","665.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"219","10","Book New Countdown G2",NULL,NULL,"9780190706814","771.12","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:02:10"
"220","10","Book Oxford Modren English Book G2",NULL,NULL,"9780190706869","685.87","885.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:03:03"
"221","10","Book English Work Book G2",NULL,NULL,"9780190708337","499.87","645.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:03:58"
"222","10","Book Islamiat G2",NULL,NULL,"9780190706470","453.38","585.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-23 22:29:44"
"223","10","Book Grammer Tree G2",NULL,NULL,"9780190700720","542.50","700.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:04:45"
"224","10","Book Science Factor Book G2",NULL,NULL,"9780199064239","771.12","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:11:09"
"225","10","Book Science Work Book G2",NULL,NULL,"9780199064229","418.50","540.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:11:39"
"226","10","Book Urdu Gainda G2",NULL,NULL,"9780190704353","581.25","750.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:12:18"
"227","11","Book Amazing World G3",NULL,NULL,"9780190707255","507.63","655.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:13:33"
"228","11","Book Computer Whiz G3",NULL,NULL,"9789697340705","518.70","665.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"229","11","Book Countdown G3",NULL,NULL,"9780190706821","771.13","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:14:51"
"230","11","Book Oxford  Modren English Book G3",NULL,NULL,"9780190706876","693.63","895.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:15:21"
"231","11","Book English Work Book G3",NULL,NULL,"9780190708344","499.88","645.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:15:44"
"232","11","Book Islamiat G3",NULL,NULL,"9780190706487","453.38","585.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-23 22:17:57"
"233","11","Book Grammer Tree G3",NULL,NULL,"9780190700737","561.88","725.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-16 03:17:55"
"234","11","Book Science factor book G3",NULL,NULL,"9780199409532","844.75","1090.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-19 22:54:17"
"235","11","Book Science Work Book G3",NULL,NULL,"9780199064236","418.50","540.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:16:22"
"236","11","Book Sada Bahar Urdu G3",NULL,NULL,"9789697340422","589.00","760.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:16:45"
"237","12","BOOK COMPUTER WHIZ G4",NULL,NULL,"9789697340712","515.38","665.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:17:41"
"238","12","BOOK COUNTDOWN G4",NULL,NULL,"9780190706838","771.13","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:17:59"
"239","12","BOOK SOCIAL STUDIES G4",NULL,NULL,"9780190708986","713.70","920.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:18:41"
"240","12","BOOK OXFORD MODREN ENGLISH G4",NULL,NULL,"9780190706883","693.63","895.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:19:00"
"241","12","BOOK ENGLISH WORK BOOK G4",NULL,NULL,"9780190708351","499.88","645.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-15 02:55:58"
"242","12","BOOK GRAMMER TREE G4",NULL,NULL,"9780190700744","573.50","740.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-15 03:04:06"
"243","12","BOOK NEW OXFORD PRIMARY SCIENCE G4",NULL,NULL,"9780190706937","716.88","925.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:20:40"
"244","12","BOOK URDU NARGIS G4",NULL,NULL,"9780190704377","616.13","795.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:21:05"
"245","12","BOOK ISLAMAIT G4",NULL,NULL,"9780190706494","465.00","600.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:21:34"
"246","13","BOOK COMPUTER WHIZ G5",NULL,NULL,"9789697340729","518.70","665.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00",NULL
"247","13","BOOK COUNTDOWN G5",NULL,NULL,"9780190706845","771.13","995.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:21:58"
"248","13","BOOK SOCIAL STUDY G5",NULL,NULL,"9780190706999","713.00","920.00","0","Super Admin User",NULL,"1","2025-02-01 21:00:00","2025-04-12 00:22:22"
